  1.0000000  0.0000000  0.0000000 -0.0000000  0.0000000 -0.0000000  0.0000000  0.0000000  0.0000000  0.0000000  0.0000000  0.0000000  0.0000000 -0.0000000
  0.0000000 -0.0000000  0.8484102  0.0000000 -0.1515898  0.0000000  0.1515897 -0.0000613  0.1515897 -0.0000613  0.1514809  0.0000307 -0.1514808  0.0000920
  0.0000000  0.0000000 -0.1515898 -0.0000000  0.8484102  0.0000000  0.1515897 -0.0000613  0.1515897 -0.0000613  0.1514809  0.0000307 -0.1514808  0.0000920
  0.0000000 -0.0000000  0.1515897  0.0000613  0.1515897  0.0000613  0.8484102 -0.0000000 -0.1515898  0.0000000 -0.1514808 -0.0000920  0.1514809 -0.0000307
  0.0000000 -0.0000000  0.1515897  0.0000613  0.1515897  0.0000613 -0.1515898 -0.0000000  0.8484102 -0.0000000 -0.1514808 -0.0000920  0.1514809 -0.0000307
  0.0000000  0.0000000  0.1514809 -0.0000307  0.1514809 -0.0000307 -0.1514808  0.0000920 -0.1514808  0.0000920  0.8486279 -0.0000000  0.1513720 -0.0001225
  0.0000000  0.0000000 -0.1514808 -0.0000920 -0.1514808 -0.0000920  0.1514809  0.0000307  0.1514809  0.0000307  0.1513720  0.0001225  0.8486279 -0.0000000
  0.8775559 -0.0000000  0.0059207 -0.0001637  0.0059448 -0.0001644  0.0058810  0.0001631  0.0059047  0.0001637  0.0059415  0.0001679  0.0059095 -0.0001665
  0.0059207  0.0001637  0.8481352  0.0000000 -0.1524853  0.0000000  0.1506872 -0.0000768  0.1512930 -0.0000772  0.1518012  0.0000147 -0.1511489  0.0000917
  0.0059448  0.0001644 -0.1524853 -0.0000000  0.8468917  0.0000000  0.1513029 -0.0000772  0.1519112 -0.0000775  0.1524215  0.0000148 -0.1517665  0.0000921
  0.0058810 -0.0001631  0.1506872  0.0000768  0.1513029  0.0000772  0.8493504  0.0000000 -0.1512552  0.0000000 -0.1517649 -0.0000921  0.1499753 -0.0000145
  0.0059047 -0.0001637  0.1512930  0.0000772  0.1519112  0.0000775 -0.1512552 -0.0000000  0.8481367  0.0000000 -0.1523750 -0.0000925  0.1505782 -0.0000146
  0.0059415 -0.0001679  0.1518012 -0.0000147  0.1524215 -0.0000148 -0.1517649  0.0000921 -0.1523750  0.0000925  0.8471115 -0.0000000  0.1510840 -0.0001063
  0.0059095  0.0001665 -0.1511489 -0.0000917 -0.1517665 -0.0000921  0.1499753  0.0000145  0.1505782  0.0000146  0.1510840  0.0001063  0.8495636 -0.0000000
  0.7831575 -0.0000000  0.0148175 -0.0004100  0.0149398 -0.0004134  0.0146799  0.0004068  0.0147972  0.0004100  0.0149512  0.0004222  0.0147314 -0.0004154
  0.0148175  0.0004100  0.8474427 -0.0000000 -0.1538165  0.0000000  0.1493404 -0.0001164  0.1505336 -0.0001173  0.1516643 -0.0000262 -0.1512421  0.0000917
  0.0149398  0.0004134 -0.1538165 -0.0000000  0.8449138  0.0000000  0.1505730 -0.0001174  0.1517762 -0.0001183  0.1529161 -0.0000264 -0.1524905  0.0000925
  0.0146799 -0.0004068  0.1493404  0.0001164  0.1505730  0.0001174  0.8498545  0.0000000 -0.1513452  0.0000000 -0.1524877 -0.0000925  0.1480473  0.0000256
  0.0147972 -0.0004100  0.1505336  0.0001173  0.1517762  0.0001183 -0.1513452 -0.0000000  0.8474455  0.0000000 -0.1537062 -0.0000932  0.1492302  0.0000258
  0.0149512 -0.0004222  0.1516643  0.0000262  0.1529161  0.0000264 -0.1524877  0.0000925 -0.1537062  0.0000932  0.8451335  0.0000000  0.1503510 -0.0000652
  0.0147314  0.0004154 -0.1512421 -0.0000917 -0.1524905 -0.0000925  0.1480473 -0.0000256  0.1492302 -0.0000258  0.1503510  0.0000652  0.8500617 -0.0000000
  0.7092205  0.0000000  0.0243274 -0.0006733  0.0246317 -0.0006817  0.0240187  0.0006654  0.0243048  0.0006733  0.0246613  0.0006962  0.0240924 -0.0006795
  0.0243274  0.0006733  0.8464763 -0.0000000 -0.1554437 -0.0000000  0.1476959 -0.0001719  0.1494550 -0.0001739  0.1512096 -0.0000843 -0.1516135  0.0000919
  0.0246317  0.0006817 -0.1554437  0.0000000  0.8426123  0.0000000  0.1495430 -0.0001740  0.1513241 -0.0001761  0.1531006 -0.0000854 -0.1535096  0.0000930
  0.0240187 -0.0006654  0.1476959  0.0001719  0.1495430  0.0001740  0.8500726 -0.0000000 -0.1517130  0.0000000 -0.1535058 -0.0000930  0.1458471  0.0000813
  0.0243048 -0.0006733  0.1494550  0.0001739  0.1513241  0.0001761 -0.1517130 -0.0000000  0.8464801  0.0000000 -0.1553341 -0.0000941  0.1475841  0.0000823
  0.0246613 -0.0006962  0.1512096  0.0000843  0.1531006  0.0000854 -0.1535058  0.0000930 -0.1553341  0.0000941  0.8428302  0.0000000  0.1493167 -0.0000072
  0.0240924  0.0006795 -0.1516135 -0.0000919 -0.1535096 -0.0000930  0.1458471 -0.0000813  0.1475841 -0.0000823  0.1493167  0.0000072  0.8502728  0.0000000
  0.6506062  0.0000000  0.0337446 -0.0009340  0.0343130 -0.0009497  0.0331966  0.0009195  0.0337204  0.0009340  0.0343616  0.0009699  0.0332914 -0.0009390
  0.0337446  0.0009340  0.8453314  0.0000000 -0.1572735  0.0000000  0.1458514 -0.0002379  0.1481527 -0.0002416  0.1505304 -0.0001544 -0.1521658  0.0000921
  0.0343130  0.0009497 -0.1572735 -0.0000000  0.8400776 -0.0000000  0.1483078 -0.0002419  0.1506480 -0.0002457  0.1530656 -0.0001570 -0.1547286  0.0000937
