  0.5592553  0.0000000  0.0591415 -0.0037742  0.0591415 -0.0037742  0.0566677  0.0036464  0.0566677  0.0036464  0.0599207  0.0038811  0.0563701 -0.0036214 -0.0880564 -0.0000000 -0.0880564 -0.0000000 -0.0896465 -0.0000503 -0.0865977  0.0000486 -0.0865977  0.0000486 -0.0896465 -0.0000503  0.0408549 -0.0026247  0.0412268  0.0026703  0.0412268  0.0026703  0.0408549 -0.0026247  0.0417714 -0.0026479  0.0400183  0.0025581  0.0353727  0.0022761  0.0358421 -0.0022873  0.0358421 -0.0022873  0.0353727  0.0022761  0.0360394 -0.0022846  0.0350431  0.0022401  0.0360394 -0.0022846  0.0350431  0.0022401  0.0360643  0.0023512  0.0354735 -0.0022941  0.0354735 -0.0022941  0.0360643  0.0023512 -0.0665457  0.0000373 -0.0673176 -0.0000378 -0.0665457  0.0000373 -0.0673176 -0.0000378 -0.0677207 -0.0000760 -0.0661756  0.0000742 -0.0622839  0.0000000 -0.0622839 -0.0000000 -0.0628344 -0.0000705 -0.0617561  0.0000693 -0.0617561  0.0000693 -0.0628344 -0.0000705  0.0306127 -0.0019667  0.0305241  0.0019771  0.0305241  0.0019771  0.0306127 -0.0019667  0.0307134  0.0020024  0.0305570 -0.0019761  0.0305570 -0.0019761  0.0307134  0.0020024  0.0299733  0.0019033  0.0307912 -0.0019388  0.0299733  0.0019033  0.0307912 -0.0019388  0.0286573  0.0018319  0.0291461 -0.0018476  0.0286573  0.0018319  0.0291461 -0.0018476  0.0292821  0.0019215  0.0290161 -0.0018889
  0.0152723  0.0009746  0.9183206  0.0000000 -0.0816794  0.0000000  0.0749672 -0.0002828  0.0749672 -0.0002828  0.0790398 -0.0002506 -0.0776382  0.0000468  0.0030513  0.0001947  0.0030513  0.0001947  0.0031931  0.0002000  0.0029169  0.0001899  0.0029169  0.0001899  0.0031931  0.0002000 -0.0562692  0.0000339  0.0543813 -0.0001724  0.0543813 -0.0001724 -0.0562692  0.0000339 -0.0578488 -0.0000348  0.0530960 -0.0002322  0.0467955 -0.0001765 -0.0495010  0.0000000 -0.0495010  0.0000000  0.0467955 -0.0001765 -0.0499105 -0.0000301  0.0464950 -0.0002034 -0.0499105 -0.0000301  0.0464950 -0.0002034  0.0474331 -0.0001218 -0.0487236  0.0000587 -0.0487236  0.0000587  0.0474331 -0.0001218  0.0022415  0.0001459  0.0023978  0.0001502  0.0022415  0.0001459  0.0023978  0.0001502  0.0024777  0.0001525  0.0021650  0.0001439  0.0021582  0.0001377  0.0021582  0.0001377  0.0022989  0.0001415  0.0020204  0.0001343  0.0020204  0.0001343  0.0022989  0.0001415 -0.0421627  0.0000254  0.0402636 -0.0001276  0.0402636 -0.0001276 -0.0421627  0.0000254  0.0403955 -0.0001037 -0.0419706  0.0000506 -0.0419706  0.0000506  0.0403955 -0.0001037  0.0398848 -0.0001985 -0.0427600 -0.0000515  0.0398848 -0.0001985 -0.0427600 -0.0000515  0.0380223 -0.0001663 -0.0403641 -0.0000243  0.0380223 -0.0001663 -0.0403641 -0.0000243  0.0384012 -0.0000755 -0.0397452  0.0000718
  0.0152723  0.0009746 -0.0816794 -0.0000000  0.9183206  0.0000000  0.0749672 -0.0002828  0.0749672 -0.0002828  0.0790398 -0.0002506 -0.0776382  0.0000468  0.0030513  0.0001947  0.0030513  0.0001947  0.0031931  0.0002000  0.0029169  0.0001899  0.0029169  0.0001899  0.0031931  0.0002000 -0.0562692  0.0000339  0.0543813 -0.0001724  0.0543813 -0.0001724 -0.0562692  0.0000339 -0.0578488 -0.0000348  0.0530960 -0.0002322  0.0467955 -0.0001765 -0.0495010 -0.0000000 -0.0495010  0.0000000  0.0467955 -0.0001765 -0.0499105 -0.0000301  0.0464950 -0.0002034 -0.0499105 -0.0000301  0.0464950 -0.0002034  0.0474331 -0.0001218 -0.0487236  0.0000587 -0.0487236  0.0000587  0.0474331 -0.0001218  0.0022415  0.0001459  0.0023978  0.0001502  0.0022415  0.0001459  0.0023978  0.0001502  0.0024777  0.0001525  0.0021650  0.0001439  0.0021582  0.0001377  0.0021582  0.0001377  0.0022989  0.0001415  0.0020204  0.0001343  0.0020204  0.0001343  0.0022989  0.0001415 -0.0421627  0.0000254  0.0402636 -0.0001276  0.0402636 -0.0001276 -0.0421627  0.0000254  0.0403955 -0.0001037 -0.0419706  0.0000506 -0.0419706  0.0000506  0.0403955 -0.0001037  0.0398848 -0.0001985 -0.0427600 -0.0000515  0.0398848 -0.0001985 -0.0427600 -0.0000515  0.0380223 -0.0001663 -0.0403641 -0.0000243  0.0380223 -0.0001663 -0.0403641 -0.0000243  0.0384012 -0.0000755 -0.0397452  0.0000718
  0.0137013 -0.0008816  0.0701916  0.0002648  0.0701916  0.0002648  0.9286499  0.0000000 -0.0713501  0.0000000 -0.0752371 -0.0000453  0.0667092  0.0002115  0.0027374 -0.0001761  0.0027374 -0.0001761  0.0027083 -0.0001778  0.0027679 -0.0001748  0.0027679 -0.0001748  0.0027083 -0.0001778  0.0483483  0.0001533 -0.0517650 -0.0000312 -0.0517650 -0.0000312  0.0483483  0.0001533  0.0497199  0.0002175 -0.0505269  0.0000304 -0.0445377  0.0000000  0.0425389  0.0001605  0.0425389  0.0001605 -0.0445377  0.0000000  0.0428971  0.0001876 -0.0442453  0.0000267  0.0428971  0.0001876 -0.0442453  0.0000267 -0.0451576 -0.0000544  0.0418588  0.0001075  0.0418588  0.0001075 -0.0451576 -0.0000544  0.0021270 -0.0001343  0.0020337 -0.0001335  0.0021270 -0.0001343  0.0020337 -0.0001335  0.0019866 -0.0001333  0.0021731 -0.0001348  0.0019362 -0.0001246  0.0019362 -0.0001246  0.0018433 -0.0001237  0.0020279 -0.0001258  0.0020279 -0.0001258  0.0018433 -0.0001237  0.0362276  0.0001149 -0.0383264 -0.0000231 -0.0383264 -0.0000231  0.0362276  0.0001149 -0.0384576 -0.0000463  0.0360573  0.0000926  0.0360573  0.0000926 -0.0384576 -0.0000463 -0.0379495  0.0000457  0.0367566  0.0001829 -0.0379495  0.0000457  0.0367566  0.0001829 -0.0361826  0.0000218  0.0346922  0.0001517 -0.0361826  0.0000218  0.0346922  0.0001517 -0.0365642 -0.0000661  0.0341405  0.0000671
  0.0137013 -0.0008816  0.0701916  0.0002648  0.0701916  0.0002648 -0.0713501 -0.0000000  0.9286499  0.0000000 -0.0752371 -0.0000453  0.0667092  0.0002115  0.0027374 -0.0001761  0.0027374 -0.0001761  0.0027083 -0.0001778  0.0027679 -0.0001748  0.0027679 -0.0001748  0.0027083 -0.0001778  0.0483483  0.0001533 -0.0517650 -0.0000312 -0.0517650 -0.0000312  0.0483483  0.0001533  0.0497199  0.0002175 -0.0505269  0.0000304 -0.0445377  0.0000000  0.0425389  0.0001605  0.0425389  0.0001605 -0.0445377  0.0000000  0.0428971  0.0001876 -0.0442453  0.0000267  0.0428971  0.0001876 -0.0442453  0.0000267 -0.0451576 -0.0000544  0.0418588  0.0001075  0.0418588  0.0001075 -0.0451576 -0.0000544  0.0021270 -0.0001343  0.0020337 -0.0001335  0.0021270 -0.0001343  0.0020337 -0.0001335  0.0019866 -0.0001333  0.0021731 -0.0001348  0.0019362 -0.0001246  0.0019362 -0.0001246  0.0018433 -0.0001237  0.0020279 -0.0001258  0.0020279 -0.0001258  0.0018433 -0.0001237  0.0362276  0.0001149 -0.0383264 -0.0000231 -0.0383264 -0.0000231  0.0362276  0.0001149 -0.0384576 -0.0000463  0.0360573  0.0000926  0.0360573  0.0000926 -0.0384576 -0.0000463 -0.0379495  0.0000457  0.0367566  0.0001829 -0.0379495  0.0000457  0.0367566  0.0001829 -0.0361826  0.0000218  0.0346922  0.0001517 -0.0361826  0.0000218  0.0346922  0.0001517 -0.0365642 -0.0000661  0.0341405  0.0000671
  0.0160454 -0.0010393  0.0819611  0.0002598  0.0819611  0.0002598 -0.0833259  0.0000502 -0.0833259  0.0000502  0.9121346 -0.0000000  0.0778948  0.0002001  0.0032057 -0.0002076  0.0032057 -0.0002076  0.0031720 -0.0002096  0.0032412 -0.0002061  0.0032412 -0.0002061  0.0031720 -0.0002096  0.0564551  0.0001450 -0.0604535  0.0000000 -0.0604535 -0.0000000  0.0564551  0.0001450  0.0580567  0.0002190 -0.0590076  0.0000711 -0.0520131  0.0000313  0.0496717  0.0001575  0.0496717  0.0001575 -0.0520131  0.0000313  0.0500900  0.0001889 -0.0516717  0.0000623  0.0500900  0.0001889 -0.0516717  0.0000623 -0.0527372 -0.0000318  0.0488774  0.0000961  0.0488774  0.0000961 -0.0527372 -0.0000318  0.0024907 -0.0001583  0.0023819 -0.0001574  0.0024907 -0.0001583  0.0023819 -0.0001574  0.0023269 -0.0001570  0.0025445 -0.0001590  0.0022675 -0.0001469  0.0022675 -0.0001469  0.0021590 -0.0001457  0.0023745 -0.0001483  0.0023745 -0.0001483  0.0021590 -0.0001457  0.0423020  0.0001086 -0.0447594  0.0000000 -0.0447594  0.0000000  0.0423020  0.0001086 -0.0449126 -0.0000271  0.0421032  0.0000828  0.0421032  0.0000828 -0.0449126 -0.0000271 -0.0443191  0.0000801  0.0429199  0.0001877 -0.0443191  0.0000801  0.0429199  0.0001877 -0.0422556  0.0000509  0.0405092  0.0001528 -0.0422556  0.0000509  0.0405092  0.0001528 -0.0427014 -0.0000514  0.0398649  0.0000544
  0.0132260  0.0008497 -0.0705413 -0.0000425 -0.0705413 -0.0000425  0.0647350 -0.0002052  0.0647350 -0.0002052  0.0682518 -0.0001753  0.9329487 -0.0000000  0.0026424  0.0001698  0.0026424  0.0001698  0.0027651  0.0001744  0.0025263  0.0001655  0.0025263  0.0001655  0.0027651  0.0001744 -0.0485961 -0.0000000  0.0469589 -0.0001206  0.0469589 -0.0001206 -0.0485961 -0.0000000 -0.0499603 -0.0000602  0.0458491 -0.0001730  0.0404085 -0.0001281 -0.0427508 -0.0000258 -0.0427508 -0.0000258  0.0404085 -0.0001281 -0.0431045 -0.0000519  0.0401490 -0.0001514 -0.0431045 -0.0000519  0.0401490 -0.0001514  0.0409590 -0.0000805 -0.0420795  0.0000253 -0.0420795  0.0000253  0.0409590 -0.0000805  0.0019413  0.0001272  0.0020764  0.0001310  0.0019413  0.0001272  0.0020764  0.0001310  0.0021454  0.0001330  0.0018752  0.0001254  0.0018690  0.0001201  0.0018690  0.0001201  0.0019906  0.0001234  0.0017500  0.0001171  0.0017500  0.0001171  0.0019906  0.0001234 -0.0364133 -0.0000000  0.0347680 -0.0000893  0.0347680 -0.0000893 -0.0364133  0.0000000  0.0348820 -0.0000686 -0.0362474  0.0000218 -0.0362474  0.0000218  0.0348820 -0.0000686  0.0344411 -0.0001506 -0.0369290 -0.0000667  0.0344411 -0.0001506 -0.0369290 -0.0000667  0.0328327 -0.0001239 -0.0348599 -0.0000420  0.0328327 -0.0001239 -0.0348599 -0.0000420  0.0331598 -0.0000452 -0.0343255  0.0000414
 -0.0128307  0.0000000  0.0017217 -0.0001099  0.0017217 -0.0001099  0.0016497  0.0001062  0.0016497  0.0001062  0.0017444  0.0001130  0.0016410 -0.0001054  0.9974366 -0.0000000 -0.0025634  0.0000000 -0.0026097 -0.0000015 -0.0025210  0.0000014 -0.0025210  0.0000014 -0.0026097 -0.0000015  0.0011893 -0.0000764  0.0012002  0.0000777  0.0012002  0.0000777  0.0011893 -0.0000764  0.0012160 -0.0000771  0.0011650  0.0000745  0.0010298  0.0000663  0.0010434 -0.0000666  0.0010434 -0.0000666  0.0010298  0.0000663  0.0010492 -0.0000665  0.0010202  0.0000652  0.0010492 -0.0000665  0.0010202  0.0000652  0.0010499  0.0000684  0.0010327 -0.0000668  0.0010327 -0.0000668  0.0010499  0.0000684 -0.0019372  0.0000011 -0.0019597 -0.0000011 -0.0019372  0.0000011 -0.0019597 -0.0000011 -0.0019714 -0.0000022 -0.0019265  0.0000022 -0.0018132  0.0000000 -0.0018132 -0.0000000 -0.0018292 -0.0000021 -0.0017978  0.0000020 -0.0017978  0.0000020 -0.0018292 -0.0000021  0.0008912 -0.0000573  0.0008886  0.0000576  0.0008886  0.0000576  0.0008912 -0.0000573  0.0008941  0.0000583  0.0008896 -0.0000575  0.0008896 -0.0000575  0.0008941  0.0000583  0.0008726  0.0000554  0.0008964 -0.0000564  0.0008726  0.0000554  0.0008964 -0.0000564  0.0008343  0.0000533  0.0008485 -0.0000538  0.0008343  0.0000533  0.0008485 -0.0000538  0.0008524  0.0000559  0.0008447 -0.0000550
 -0.0128307  0.0000000  0.0017217 -0.0001099  0.0017217 -0.0001099  0.0016497  0.0001062  0.0016497  0.0001062  0.0017444  0.0001130  0.0016410 -0.0001054 -0.0025634 -0.0000000  0.9974366 -0.0000000 -0.0026097 -0.0000015 -0.0025210  0.0000014 -0.0025210  0.0000014 -0.0026097 -0.0000015  0.0011893 -0.0000764  0.0012002  0.0000777  0.0012002  0.0000777  0.0011893 -0.0000764  0.0012160 -0.0000771  0.0011650  0.0000745  0.0010298  0.0000663  0.0010434 -0.0000666  0.0010434 -0.0000666  0.0010298  0.0000663  0.0010492 -0.0000665  0.0010202  0.0000652  0.0010492 -0.0000665  0.0010202  0.0000652  0.0010499  0.0000684  0.0010327 -0.0000668  0.0010327 -0.0000668  0.0010499  0.0000684 -0.0019372  0.0000011 -0.0019597 -0.0000011 -0.0019372  0.0000011 -0.0019597 -0.0000011 -0.0019714 -0.0000022 -0.0019265  0.0000022 -0.0018132  0.0000000 -0.0018132 -0.0000000 -0.0018292 -0.0000021 -0.0017978  0.0000020 -0.0017978  0.0000020 -0.0018292 -0.0000021  0.0008912 -0.0000573  0.0008886  0.0000576  0.0008886  0.0000576  0.0008912 -0.0000573  0.0008941  0.0000583  0.0008896 -0.0000575  0.0008896 -0.0000575  0.0008941  0.0000583  0.0008726  0.0000554  0.0008964 -0.0000564  0.0008726  0.0000554  0.0008964 -0.0000564  0.0008343  0.0000533  0.0008485 -0.0000538  0.0008343  0.0000533  0.0008485 -0.0000538  0.0008524  0.0000559  0.0008447 -0.0000550
 -0.0135369  0.0000076  0.0018672 -0.0001170  0.0018672 -0.0001170  0.0016915  0.0001111  0.0016915  0.0001111  0.0017887  0.0001182  0.0017796 -0.0001122 -0.0027045  0.0000015 -0.0027045  0.0000015  0.9972466 -0.0000000 -0.0026597  0.0000030 -0.0026597  0.0000030 -0.0027534 -0.0000000  0.0012898 -0.0000814  0.0012307  0.0000813  0.0012307  0.0000813  0.0012898 -0.0000814  0.0013189 -0.0000820  0.0011944  0.0000779  0.0010558  0.0000693  0.0011316 -0.0000709  0.0011316 -0.0000709  0.0010558  0.0000693  0.0011379 -0.0000708  0.0010459  0.0000682  0.0011379 -0.0000708  0.0010459  0.0000682  0.0010767  0.0000716  0.0011198 -0.0000711  0.0011198 -0.0000711  0.0010767  0.0000716 -0.0020438  0.0000023 -0.0020676  0.0000000 -0.0020438  0.0000023 -0.0020676 -0.0000000 -0.0020800 -0.0000012 -0.0020324  0.0000034 -0.0019130  0.0000011 -0.0019130  0.0000011 -0.0019300 -0.0000011 -0.0018967  0.0000032 -0.0018967  0.0000032 -0.0019300 -0.0000011  0.0009664 -0.0000610  0.0009112  0.0000602  0.0009112  0.0000602  0.0009664 -0.0000610  0.0009169  0.0000610  0.0009646 -0.0000613  0.0009646 -0.0000613  0.0009169  0.0000610  0.0008945  0.0000580  0.0009723 -0.0000601  0.0008945  0.0000580  0.0009723 -0.0000601  0.0008553  0.0000558  0.0009203 -0.0000572  0.0008553  0.0000558  0.0009203 -0.0000572  0.0008743  0.0000585  0.0009159 -0.0000586
